norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-20, -20, -20, -20, -20]
5->4->3->2->1





{'graph_norm_type': 'adjacency', 'pair_norm_type': 'laplacian', 'pair_dis_type': 'cosine', 'pair_trunc': 0, 'norm_power': [-0.5, -0.4], 'norm_power_len': [-20, -20], 'nclass': 5, 'nlayer': 2, 'num_heads': 1, 'hidden_dim': 64, 'epoch': 20000, 'lr': 0.01, 'weight_decay': 0.0005, 'tran_dropout': 0.2, 'feat_dropout': 0.8, 'prop_dropout': 0.2, 'norm': 'none', 'nonlinear': 'GELU', 'patience': 20000, 'residual': 'True', 'is_f_tf': 'False', 'dataset': 'chameleon', 'cuda': 0, 'seeds': [0], 'model': 'spectral_transformer', 'rank': 0}
tensor(109.8679, grad_fn=<MulBackward0>) tensor(108.6069, grad_fn=<MulBackward0>)





19982, 1.24956226, 0.36703297, 1.24956226               1.24795473, 1.24789953, 1.24786568
19983, 1.24938905, 0.36483517, 1.24938905               1.24795473, 1.24789953, 1.24786568
19984, 1.24900162, 0.37362638, 1.24900162               1.24795473, 1.24789953, 1.24786568
19985, 1.24904156, 0.35604396, 1.24904156               1.24795473, 1.24789953, 1.24786568
19986, 1.24889207, 0.37142858, 1.24889207               1.24795473, 1.24789953, 1.24786568
19987, 1.24944222, 0.36923078, 1.24944222               1.24795473, 1.24789953, 1.24786568
19988, 1.24917650, 0.35384616, 1.24917650               1.24795473, 1.24789953, 1.24786568
19989, 1.24895346, 0.35604396, 1.24895346               1.24795473, 1.24789953, 1.24786568
19990, 1.24987960, 0.36703297, 1.24987960               1.24795473, 1.24789953, 1.24786568
19991, 1.24919486, 0.36483517, 1.24919486               1.24795473, 1.24789953, 1.24786568
19992, 1.24955356, 0.35164836, 1.24955356               1.24795473, 1.24789953, 1.24786568
19993, 1.25032842, 0.36703297, 1.25032842               1.24795473, 1.24789953, 1.24786568
19994, 1.24949968, 0.35384616, 1.24949968               1.24795473, 1.24789953, 1.24786568
19995, 1.25040174, 0.35604396, 1.25040174               1.24795473, 1.24789953, 1.24786568
19996, 1.25105464, 0.35384616, 1.25105464               1.24795473, 1.24789953, 1.24786568
19997, 1.25073004, 0.38681319, 1.25073004               1.24795473, 1.24789953, 1.24786568
19998, 1.24962986, 0.36043957, 1.24962986               1.24795473, 1.24789953, 1.24786568
